location,skill1,skill2,postings
Toronto_ON,spark,mysql,5
Toronto_ON,spark,vba,4
Toronto_ON,spark,git,8
Toronto_ON,spark,oozie,1
Toronto_ON,spark,hadoop,24
Toronto_ON,spark,scala,20
Toronto_ON,spark,salesforce,1
Toronto_ON,spark,drupal,2
Toronto_ON,spark,excel,4
Toronto_ON,spark,node.js,10
Toronto_ON,spark,jquery,6
Toronto_ON,spark,.net,3
Toronto_ON,spark,html,9
Toronto_ON,spark,python,17
Toronto_ON,spark,android,1
Toronto_ON,spark,sql,21
Toronto_ON,spark,perl,1
Toronto_ON,spark,angularjs,7
Toronto_ON,spark,mongodb,1
Toronto_ON,spark,json,7
Toronto_ON,spark,pig,6
Toronto_ON,spark,c,7
Toronto_ON,spark,tableau,1
Toronto_ON,spark,ios,2
Toronto_ON,spark,aws,9
Toronto_ON,spark,javascript,7
Toronto_ON,spark,hive,18
Toronto_ON,spark,linux,10
Toronto_ON,spark,react,6
Toronto_ON,spark,java,38
Toronto_ON,spark,mapreduce,7
Toronto_ON,spark,elasticsearch,1
Toronto_ON,spark,sas,1
Toronto_ON,spark,azure,4
Toronto_ON,spark,css,4
Toronto_ON,spark,cassandra,5
Toronto_ON,spark,cloud,13
Toronto_ON,spark,r,2
Toronto_ON,spark,bash,1
Toronto_ON,spark,flume,3
Toronto_ON,spark,c++,3
Toronto_ON,mysql,vba,4
Toronto_ON,mysql,postgresql,6
Toronto_ON,mysql,git,13
Toronto_ON,mysql,linux,23
Toronto_ON,mysql,django,4
Toronto_ON,mysql,swift,7
Toronto_ON,mysql,jquery,24
Toronto_ON,mysql,html,24
Toronto_ON,mysql,sql,25
Toronto_ON,mysql,perl,5
Toronto_ON,mysql,angularjs,6
Toronto_ON,mysql,mongodb,4
Toronto_ON,mysql,json,8
Toronto_ON,mysql,matlab,1
Toronto_ON,mysql,php,17
Toronto_ON,mysql,.net,20
Toronto_ON,mysql,mapreduce,1
Toronto_ON,mysql,css,17
Toronto_ON,mysql,cassandra,4
Toronto_ON,mysql,redis,1
Toronto_ON,mysql,hadoop,5
Toronto_ON,mysql,scala,5
Toronto_ON,mysql,rails,7
Toronto_ON,mysql,node.js,16
Toronto_ON,mysql,asp.net,3
Toronto_ON,mysql,python,28
Toronto_ON,mysql,android,19
Toronto_ON,mysql,wordpress,3
Toronto_ON,mysql,pig,5
Toronto_ON,mysql,c,15
Toronto_ON,mysql,ruby,10
Toronto_ON,mysql,ios,15
Toronto_ON,mysql,abap,1
Toronto_ON,mysql,aws,17
Toronto_ON,mysql,javascript,28
Toronto_ON,mysql,react,6
Toronto_ON,mysql,java,45
Toronto_ON,mysql,bash,5
Toronto_ON,mysql,sas,4
Toronto_ON,mysql,lamp,2
Toronto_ON,mysql,azure,7
Toronto_ON,mysql,cloud,16
Toronto_ON,mysql,r,1
Toronto_ON,mysql,hive,5
Toronto_ON,mysql,powershell,1
Toronto_ON,mysql,c++,5
Toronto_ON,vba,matlab,1
Toronto_ON,vba,ios,1
Toronto_ON,vba,aws,4
Toronto_ON,vba,cassandra,4
Toronto_ON,vba,.net,1
Toronto_ON,vba,linux,4
Toronto_ON,vba,react,4
Toronto_ON,vba,java,5
Toronto_ON,vba,node.js,4
Toronto_ON,vba,jquery,4
Toronto_ON,vba,azure,4
Toronto_ON,vba,html,4
Toronto_ON,vba,css,4
Toronto_ON,vba,scala,4
Toronto_ON,vba,python,4
Toronto_ON,vba,sql,4
Toronto_ON,vba,cloud,4
Toronto_ON,vba,javascript,4
Toronto_ON,vba,excel,1
Toronto_ON,postgresql,redis,8
Toronto_ON,postgresql,git,1
Toronto_ON,postgresql,cassandra,8
Toronto_ON,postgresql,rails,7
Toronto_ON,postgresql,jquery,5
Toronto_ON,postgresql,html,6
Toronto_ON,postgresql,python,3
Toronto_ON,postgresql,sql,11
Toronto_ON,postgresql,angularjs,1
Toronto_ON,postgresql,mongodb,10
Toronto_ON,postgresql,django,1
Toronto_ON,postgresql,json,1
Toronto_ON,postgresql,c,2
Toronto_ON,postgresql,php,5
Toronto_ON,postgresql,ruby,8
Toronto_ON,postgresql,aws,7
Toronto_ON,postgresql,.net,5
Toronto_ON,postgresql,linux,5
Toronto_ON,postgresql,erlang,2
Toronto_ON,postgresql,java,18
Toronto_ON,postgresql,elasticsearch,8
Toronto_ON,postgresql,css,1
Toronto_ON,postgresql,scala,7
Toronto_ON,postgresql,cloud,10
Toronto_ON,postgresql,javascript,6
Toronto_ON,postgresql,c++,1
Toronto_ON,git,linux,32
Toronto_ON,git,string,1
Toronto_ON,git,swift,10
Toronto_ON,git,jquery,31
Toronto_ON,git,html,50
Toronto_ON,git,mongodb,7
Toronto_ON,git,perl,5
Toronto_ON,git,angularjs,31
Toronto_ON,git,sql,34
Toronto_ON,git,json,36
Toronto_ON,git,matlab,1
Toronto_ON,git,php,9
Toronto_ON,git,cordova,1
Toronto_ON,git,.net,25
Toronto_ON,git,coldfusion,1
Toronto_ON,git,groovy,1
Toronto_ON,git,mapreduce,4
Toronto_ON,git,elasticsearch,1
Toronto_ON,git,zookeeper,3
Toronto_ON,git,hive,2
Toronto_ON,git,css,42
Toronto_ON,git,cassandra,1
Toronto_ON,git,redis,2
Toronto_ON,git,hadoop,13
Toronto_ON,git,scala,9
Toronto_ON,git,rails,10
Toronto_ON,git,node.js,20
Toronto_ON,git,asp.net,10
Toronto_ON,git,python,20
Toronto_ON,git,android,41
Toronto_ON,git,excel,4
Toronto_ON,git,drupal,1
Toronto_ON,git,wordpress,8
Toronto_ON,git,django,3
Toronto_ON,git,c,44
Toronto_ON,git,ios,26
Toronto_ON,git,ruby,10
Toronto_ON,git,typescript,2
Toronto_ON,git,aws,16
Toronto_ON,git,javascript,49
Toronto_ON,git,react,7
Toronto_ON,git,java,71
Toronto_ON,git,lamp,1
Toronto_ON,git,azure,6
Toronto_ON,git,cloud,34
Toronto_ON,git,r,4
Toronto_ON,git,bash,2
Toronto_ON,git,powershell,2
Toronto_ON,git,c++,5
Toronto_ON,oozie,elasticsearch,1
Toronto_ON,oozie,c,1
Toronto_ON,oozie,python,1
Toronto_ON,oozie,r,1
Toronto_ON,oozie,.net,1
Toronto_ON,oozie,hadoop,1
Toronto_ON,oozie,hive,1
Toronto_ON,oozie,java,1
Toronto_ON,linux,django,1
Toronto_ON,linux,swift,1
Toronto_ON,linux,jquery,21
Toronto_ON,linux,html,30
Toronto_ON,linux,sql,52
Toronto_ON,linux,perl,19
Toronto_ON,linux,angularjs,10
Toronto_ON,linux,mongodb,9
Toronto_ON,linux,json,16
Toronto_ON,linux,matlab,5
Toronto_ON,linux,php,11
Toronto_ON,linux,hive,8
Toronto_ON,linux,mapreduce,8
Toronto_ON,linux,erlang,2
Toronto_ON,linux,elasticsearch,2
Toronto_ON,linux,css,23
Toronto_ON,linux,cassandra,4
Toronto_ON,linux,redis,1
Toronto_ON,linux,hadoop,22
Toronto_ON,linux,scala,10
Toronto_ON,linux,rails,13
Toronto_ON,linux,node.js,15
Toronto_ON,linux,asp.net,3
Toronto_ON,linux,python,45
Toronto_ON,linux,android,23
Toronto_ON,linux,excel,6
Toronto_ON,linux,wordpress,1
Toronto_ON,linux,pig,8
Toronto_ON,linux,c,48
Toronto_ON,linux,ios,16
Toronto_ON,linux,ruby,18
Toronto_ON,linux,abap,1
Toronto_ON,linux,aws,13
Toronto_ON,linux,r,4
Toronto_ON,linux,react,7
Toronto_ON,linux,java,79
Toronto_ON,linux,bash,8
Toronto_ON,linux,sas,5
Toronto_ON,linux,lamp,1
Toronto_ON,linux,azure,6
Toronto_ON,linux,flume,1
Toronto_ON,linux,cloud,44
Toronto_ON,linux,javascript,43
Toronto_ON,linux,.net,15
Toronto_ON,linux,powershell,5
Toronto_ON,linux,c++,24
Toronto_ON,string,javascript,1
Toronto_ON,string,ios,1
Toronto_ON,swift,rails,1
Toronto_ON,swift,node.js,3
Toronto_ON,swift,jquery,7
Toronto_ON,swift,html,13
Toronto_ON,swift,asp.net,4
Toronto_ON,swift,python,3
Toronto_ON,swift,android,20
Toronto_ON,swift,sql,9
Toronto_ON,swift,drupal,1
Toronto_ON,swift,angularjs,2
Toronto_ON,swift,excel,1
Toronto_ON,swift,json,8
Toronto_ON,swift,c,22
Toronto_ON,swift,php,5
Toronto_ON,swift,ios,24
Toronto_ON,swift,aws,3
Toronto_ON,swift,wordpress,3
Toronto_ON,swift,.net,10
Toronto_ON,swift,react,2
Toronto_ON,swift,java,10
Toronto_ON,swift,ruby,1
Toronto_ON,swift,css,12
Toronto_ON,swift,cordova,1
Toronto_ON,swift,cloud,7
Toronto_ON,swift,javascript,8
Toronto_ON,swift,c++,1
Toronto_ON,jquery,drupal,2
Toronto_ON,jquery,react,10
Toronto_ON,jquery,html,81
Toronto_ON,jquery,sql,52
Toronto_ON,jquery,perl,5
Toronto_ON,jquery,angularjs,29
Toronto_ON,jquery,sharepoint,5
Toronto_ON,jquery,json,41
Toronto_ON,jquery,matlab,3
Toronto_ON,jquery,d3,1
Toronto_ON,jquery,php,15
Toronto_ON,jquery,cordova,3
Toronto_ON,jquery,.net,42
Toronto_ON,jquery,coldfusion,2
Toronto_ON,jquery,mapreduce,4
Toronto_ON,jquery,elasticsearch,1
Toronto_ON,jquery,zookeeper,3
Toronto_ON,jquery,hive,6
Toronto_ON,jquery,css,63
Toronto_ON,jquery,scala,6
Toronto_ON,jquery,coffeescript,1
Toronto_ON,jquery,hadoop,8
Toronto_ON,jquery,cassandra,5
Toronto_ON,jquery,rails,10
Toronto_ON,jquery,node.js,16
Toronto_ON,jquery,asp.net,26
Toronto_ON,jquery,python,20
Toronto_ON,jquery,android,16
Toronto_ON,jquery,excel,4
Toronto_ON,jquery,wordpress,8
Toronto_ON,jquery,pig,4
Toronto_ON,jquery,mongodb,3
Toronto_ON,jquery,c,46
Toronto_ON,jquery,ios,17
Toronto_ON,jquery,ruby,10
Toronto_ON,jquery,typescript,7
Toronto_ON,jquery,aws,15
Toronto_ON,jquery,r,2
Toronto_ON,jquery,abap,1
Toronto_ON,jquery,django,1
Toronto_ON,jquery,java,56
Toronto_ON,jquery,sas,4
Toronto_ON,jquery,lamp,2
Toronto_ON,jquery,azure,11
Toronto_ON,jquery,cloud,27
Toronto_ON,jquery,javascript,90
Toronto_ON,jquery,bash,1
Toronto_ON,jquery,powershell,2
Toronto_ON,jquery,c++,3
Toronto_ON,html,sql,98
Toronto_ON,html,coldfusion,2
Toronto_ON,html,drupal,2
Toronto_ON,html,react,23
Toronto_ON,html,mongodb,4
Toronto_ON,html,perl,8
Toronto_ON,html,angularjs,54
Toronto_ON,html,sharepoint,6
Toronto_ON,html,json,54
Toronto_ON,html,matlab,4
Toronto_ON,html,d3,1
Toronto_ON,html,php,25
Toronto_ON,html,cordova,5
Toronto_ON,html,.net,83
Toronto_ON,html,groovy,1
Toronto_ON,html,mapreduce,5
Toronto_ON,html,elasticsearch,5
Toronto_ON,html,css,105
Toronto_ON,html,cassandra,4
Toronto_ON,html,coffeescript,1
Toronto_ON,html,hadoop,8
Toronto_ON,html,scala,8
Toronto_ON,html,salesforce,2
Toronto_ON,html,rails,18
Toronto_ON,html,node.js,25
Toronto_ON,html,asp.net,38
Toronto_ON,html,python,17
Toronto_ON,html,android,48
Toronto_ON,html,excel,5
Toronto_ON,html,wordpress,10
Toronto_ON,html,django,1
Toronto_ON,html,c,95
Toronto_ON,html,ios,31
Toronto_ON,html,ruby,18
Toronto_ON,html,typescript,7
Toronto_ON,html,aws,14
Toronto_ON,html,javascript,156
Toronto_ON,html,abap,1
Toronto_ON,html,java,104
Toronto_ON,html,lamp,4
Toronto_ON,html,azure,12
Toronto_ON,html,cloud,41
Toronto_ON,html,r,9
Toronto_ON,html,hive,3
Toronto_ON,html,powershell,3
Toronto_ON,html,c++,19
Toronto_ON,sql,coldfusion,2
Toronto_ON,sql,django,2
Toronto_ON,sql,mongodb,6
Toronto_ON,sql,perl,8
Toronto_ON,sql,angularjs,42
Toronto_ON,sql,sharepoint,10
Toronto_ON,sql,json,39
Toronto_ON,sql,matlab,6
Toronto_ON,sql,tableau,5
Toronto_ON,sql,php,17
Toronto_ON,sql,cordova,1
Toronto_ON,sql,.net,102
Toronto_ON,sql,erlang,2
Toronto_ON,sql,mapreduce,9
Toronto_ON,sql,zookeeper,1
Toronto_ON,sql,css,51
Toronto_ON,sql,cassandra,5
Toronto_ON,sql,redis,2
Toronto_ON,sql,hadoop,30
Toronto_ON,sql,scala,15
Toronto_ON,sql,salesforce,2
Toronto_ON,sql,rails,25
Toronto_ON,sql,node.js,22
Toronto_ON,sql,asp.net,43
Toronto_ON,sql,python,41
Toronto_ON,sql,android,30
Toronto_ON,sql,excel,10
Toronto_ON,sql,wordpress,5
Toronto_ON,sql,pig,3
Toronto_ON,sql,c,119
Toronto_ON,sql,ruby,26
Toronto_ON,sql,ios,22
Toronto_ON,sql,abap,5
Toronto_ON,sql,aws,18
Toronto_ON,sql,javascript,107
Toronto_ON,sql,typescript,2
Toronto_ON,sql,react,12
Toronto_ON,sql,java,131
Toronto_ON,sql,bash,1
Toronto_ON,sql,sas,5
Toronto_ON,sql,lamp,1
Toronto_ON,sql,azure,22
Toronto_ON,sql,flume,1
Toronto_ON,sql,cloud,61
Toronto_ON,sql,r,13
Toronto_ON,sql,hive,8
Toronto_ON,sql,powershell,6
Toronto_ON,sql,c++,28
Toronto_ON,perl,hadoop,9
Toronto_ON,perl,mapreduce,6
Toronto_ON,perl,rails,7
Toronto_ON,perl,node.js,5
Toronto_ON,perl,asp.net,1
Toronto_ON,perl,python,24
Toronto_ON,perl,android,1
Toronto_ON,perl,.net,5
Toronto_ON,perl,angularjs,2
Toronto_ON,perl,json,5
Toronto_ON,perl,pig,2
Toronto_ON,perl,c,8
Toronto_ON,perl,php,7
Toronto_ON,perl,ruby,7
Toronto_ON,perl,aws,4
Toronto_ON,perl,r,1
Toronto_ON,perl,hive,2
Toronto_ON,perl,django,3
Toronto_ON,perl,java,20
Toronto_ON,perl,azure,1
Toronto_ON,perl,css,8
Toronto_ON,perl,cloud,7
Toronto_ON,perl,javascript,13
Toronto_ON,perl,bash,6
Toronto_ON,perl,c++,10
Toronto_ON,angularjs,mapreduce,1
Toronto_ON,angularjs,drupal,2
Toronto_ON,angularjs,mongodb,3
Toronto_ON,angularjs,json,20
Toronto_ON,angularjs,matlab,2
Toronto_ON,angularjs,sharepoint,2
Toronto_ON,angularjs,d3,1
Toronto_ON,angularjs,php,5
Toronto_ON,angularjs,cordova,2
Toronto_ON,angularjs,.net,30
Toronto_ON,angularjs,groovy,1
Toronto_ON,angularjs,elasticsearch,1
Toronto_ON,angularjs,zookeeper,3
Toronto_ON,angularjs,css,36
Toronto_ON,angularjs,scala,9
Toronto_ON,angularjs,coffeescript,1
Toronto_ON,angularjs,tableau,1
Toronto_ON,angularjs,hadoop,10
Toronto_ON,angularjs,cassandra,3
Toronto_ON,angularjs,rails,11
Toronto_ON,angularjs,node.js,9
Toronto_ON,angularjs,asp.net,10
Toronto_ON,angularjs,python,13
Toronto_ON,angularjs,android,55
Toronto_ON,angularjs,excel,9
Toronto_ON,angularjs,wordpress,5
Toronto_ON,angularjs,django,1
Toronto_ON,angularjs,pig,1
Toronto_ON,angularjs,c,34
Toronto_ON,angularjs,ios,25
Toronto_ON,angularjs,ruby,13
Toronto_ON,angularjs,typescript,6
Toronto_ON,angularjs,aws,9
Toronto_ON,angularjs,javascript,68
Toronto_ON,angularjs,react,7
Toronto_ON,angularjs,java,61
Toronto_ON,angularjs,azure,9
Toronto_ON,angularjs,cloud,20
Toronto_ON,angularjs,r,4
Toronto_ON,angularjs,hive,1
Toronto_ON,angularjs,powershell,1
Toronto_ON,angularjs,c++,8
Toronto_ON,mongodb,redis,10
Toronto_ON,mongodb,hadoop,1
Toronto_ON,mongodb,scala,10
Toronto_ON,mongodb,rails,2
Toronto_ON,mongodb,node.js,5
Toronto_ON,mongodb,asp.net,1
Toronto_ON,mongodb,python,6
Toronto_ON,mongodb,erlang,1
Toronto_ON,mongodb,.net,6
Toronto_ON,mongodb,excel,1
Toronto_ON,mongodb,php,1
Toronto_ON,mongodb,json,3
Toronto_ON,mongodb,pig,1
Toronto_ON,mongodb,c,4
Toronto_ON,mongodb,ios,2
Toronto_ON,mongodb,android,3
Toronto_ON,mongodb,ruby,3
Toronto_ON,mongodb,aws,8
Toronto_ON,mongodb,hive,1
Toronto_ON,mongodb,c++,1
Toronto_ON,mongodb,react,1
Toronto_ON,mongodb,java,18
Toronto_ON,mongodb,mapreduce,1
Toronto_ON,mongodb,elasticsearch,9
Toronto_ON,mongodb,css,1
Toronto_ON,mongodb,cassandra,9
Toronto_ON,mongodb,django,1
Toronto_ON,mongodb,cloud,12
Toronto_ON,mongodb,javascript,12
Toronto_ON,mongodb,bash,1
Toronto_ON,mongodb,flume,1
Toronto_ON,mongodb,clojure,1
Toronto_ON,json,drupal,3
Toronto_ON,json,excel,4
Toronto_ON,json,matlab,1
Toronto_ON,json,php,10
Toronto_ON,json,cordova,1
Toronto_ON,json,hive,5
Toronto_ON,json,coldfusion,2
Toronto_ON,json,mapreduce,5
Toronto_ON,json,elasticsearch,1
Toronto_ON,json,zookeeper,1
Toronto_ON,json,css,41
Toronto_ON,json,scala,4
Toronto_ON,json,redis,2
Toronto_ON,json,hadoop,9
Toronto_ON,json,cassandra,4
Toronto_ON,json,salesforce,1
Toronto_ON,json,rails,7
Toronto_ON,json,node.js,16
Toronto_ON,json,asp.net,12
Toronto_ON,json,python,12
Toronto_ON,json,android,24
Toronto_ON,json,sharepoint,2
Toronto_ON,json,wordpress,3
Toronto_ON,json,c,39
Toronto_ON,json,ruby,7
Toronto_ON,json,ios,16
Toronto_ON,json,typescript,1
Toronto_ON,json,aws,5
Toronto_ON,json,r,6
Toronto_ON,json,abap,1
Toronto_ON,json,react,8
Toronto_ON,json,java,58
Toronto_ON,json,lamp,1
Toronto_ON,json,azure,4
Toronto_ON,json,cloud,30
Toronto_ON,json,javascript,55
Toronto_ON,json,.net,29
Toronto_ON,json,powershell,3
Toronto_ON,json,c++,4
Toronto_ON,matlab,hadoop,7
Toronto_ON,matlab,rails,7
Toronto_ON,matlab,react,1
Toronto_ON,matlab,asp.net,2
Toronto_ON,matlab,python,7
Toronto_ON,matlab,android,1
Toronto_ON,matlab,excel,2
Toronto_ON,matlab,c,13
Toronto_ON,matlab,ios,2
Toronto_ON,matlab,ruby,7
Toronto_ON,matlab,aws,1
Toronto_ON,matlab,javascript,5
Toronto_ON,matlab,.net,6
Toronto_ON,matlab,java,7
Toronto_ON,matlab,azure,3
Toronto_ON,matlab,css,1
Toronto_ON,matlab,cloud,11
Toronto_ON,matlab,r,8
Toronto_ON,matlab,c++,5
Toronto_ON,tableau,c,1
Toronto_ON,tableau,ruby,1
Toronto_ON,tableau,pig,2
Toronto_ON,tableau,hadoop,5
Toronto_ON,tableau,r,2
Toronto_ON,tableau,hive,3
Toronto_ON,tableau,mapreduce,1
Toronto_ON,tableau,java,4
Toronto_ON,tableau,rails,1
Toronto_ON,tableau,sas,2
Toronto_ON,tableau,azure,1
Toronto_ON,tableau,scala,2
Toronto_ON,tableau,python,2
Toronto_ON,tableau,cloud,1
Toronto_ON,tableau,sharepoint,2
Toronto_ON,tableau,flume,1
Toronto_ON,php,hadoop,4
Toronto_ON,php,mapreduce,4
Toronto_ON,php,rails,11
Toronto_ON,php,node.js,13
Toronto_ON,php,asp.net,4
Toronto_ON,php,python,19
Toronto_ON,php,android,12
Toronto_ON,php,wordpress,4
Toronto_ON,php,react,2
Toronto_ON,php,c,18
Toronto_ON,php,ruby,16
Toronto_ON,php,ios,12
Toronto_ON,php,abap,1
Toronto_ON,php,aws,6
Toronto_ON,php,r,2
Toronto_ON,php,.net,21
Toronto_ON,php,django,5
Toronto_ON,php,java,33
Toronto_ON,php,lamp,3
Toronto_ON,php,css,19
Toronto_ON,php,cordova,1
Toronto_ON,php,cloud,12
Toronto_ON,php,javascript,29
Toronto_ON,php,c++,6
Toronto_ON,cordova,ios,3
Toronto_ON,cordova,react,1
Toronto_ON,cordova,css,2
Toronto_ON,cordova,python,1
Toronto_ON,cordova,android,3
Toronto_ON,cordova,cloud,2
Toronto_ON,cordova,javascript,4
Toronto_ON,.net,drupal,1
Toronto_ON,.net,react,12
Toronto_ON,.net,excel,6
Toronto_ON,.net,fortran,1
Toronto_ON,.net,hive,2
Toronto_ON,.net,coldfusion,1
Toronto_ON,.net,groovy,1
Toronto_ON,.net,mapreduce,2
Toronto_ON,.net,elasticsearch,5
Toronto_ON,.net,css,42
Toronto_ON,.net,django,6
Toronto_ON,.net,scala,2
Toronto_ON,.net,redis,3
Toronto_ON,.net,hadoop,6
Toronto_ON,.net,cassandra,1
Toronto_ON,.net,salesforce,4
Toronto_ON,.net,rails,21
Toronto_ON,.net,node.js,19
Toronto_ON,.net,asp.net,45
Toronto_ON,.net,python,22
Toronto_ON,.net,android,42
Toronto_ON,.net,sharepoint,8
Toronto_ON,.net,wordpress,4
Toronto_ON,.net,c,155
Toronto_ON,.net,ruby,24
Toronto_ON,.net,ios,25
Toronto_ON,.net,typescript,6
Toronto_ON,.net,aws,12
Toronto_ON,.net,javascript,93
Toronto_ON,.net,abap,1
Toronto_ON,.net,java,81
Toronto_ON,.net,lamp,3
Toronto_ON,.net,azure,14
Toronto_ON,.net,delphi,2
Toronto_ON,.net,cloud,39
Toronto_ON,.net,r,7
Toronto_ON,.net,bash,1
Toronto_ON,.net,powershell,5
Toronto_ON,.net,c++,34
Toronto_ON,coldfusion,css,2
Toronto_ON,coldfusion,javascript,2
Toronto_ON,coldfusion,java,1
Toronto_ON,erlang,redis,1
Toronto_ON,erlang,ruby,2
Toronto_ON,erlang,cassandra,1
Toronto_ON,erlang,java,1
Toronto_ON,erlang,clojure,1
Toronto_ON,erlang,excel,1
Toronto_ON,erlang,rails,2
Toronto_ON,erlang,scala,1
Toronto_ON,erlang,android,1
Toronto_ON,erlang,cloud,2
Toronto_ON,groovy,css,1
Toronto_ON,groovy,hadoop,1
Toronto_ON,groovy,javascript,1
Toronto_ON,groovy,cloud,1
Toronto_ON,groovy,react,1
Toronto_ON,groovy,java,2
Toronto_ON,mapreduce,ios,1
Toronto_ON,mapreduce,hadoop,11
Toronto_ON,mapreduce,scala,2
Toronto_ON,mapreduce,salesforce,1
Toronto_ON,mapreduce,rails,4
Toronto_ON,mapreduce,node.js,4
Toronto_ON,mapreduce,asp.net,1
Toronto_ON,mapreduce,python,9
Toronto_ON,mapreduce,android,1
Toronto_ON,mapreduce,pig,6
Toronto_ON,mapreduce,c,7
Toronto_ON,mapreduce,ruby,4
Toronto_ON,mapreduce,aws,2
Toronto_ON,mapreduce,javascript,6
Toronto_ON,mapreduce,hive,8
Toronto_ON,mapreduce,java,10
Toronto_ON,mapreduce,bash,1
Toronto_ON,mapreduce,sas,1
Toronto_ON,mapreduce,css,4
Toronto_ON,mapreduce,cassandra,1
Toronto_ON,mapreduce,cloud,7
Toronto_ON,mapreduce,r,1
Toronto_ON,mapreduce,flume,3
Toronto_ON,mapreduce,c++,2
Toronto_ON,elasticsearch,redis,8
Toronto_ON,elasticsearch,hadoop,1
Toronto_ON,elasticsearch,scala,8
Toronto_ON,elasticsearch,python,3
Toronto_ON,elasticsearch,c,5
Toronto_ON,elasticsearch,ruby,1
Toronto_ON,elasticsearch,aws,7
Toronto_ON,elasticsearch,r,1
Toronto_ON,elasticsearch,java,13
Toronto_ON,elasticsearch,css,1
Toronto_ON,elasticsearch,cassandra,7
Toronto_ON,elasticsearch,cloud,7
Toronto_ON,elasticsearch,javascript,9
Toronto_ON,elasticsearch,hive,1
Toronto_ON,zookeeper,ios,3
Toronto_ON,zookeeper,ruby,1
Toronto_ON,zookeeper,java,3
Toronto_ON,zookeeper,rails,1
Toronto_ON,zookeeper,cassandra,1
Toronto_ON,zookeeper,android,3
Toronto_ON,zookeeper,cloud,3
Toronto_ON,zookeeper,javascript,1
Toronto_ON,css,django,3
Toronto_ON,css,cassandra,4
Toronto_ON,css,hadoop,5
Toronto_ON,css,scala,5
Toronto_ON,css,rails,11
Toronto_ON,css,excel,1
Toronto_ON,css,node.js,22
Toronto_ON,css,asp.net,22
Toronto_ON,css,python,16
Toronto_ON,css,android,27
Toronto_ON,css,sharepoint,5
Toronto_ON,css,wordpress,10
Toronto_ON,css,c,51
Toronto_ON,css,ios,21
Toronto_ON,css,ruby,12
Toronto_ON,css,typescript,7
Toronto_ON,css,aws,12
Toronto_ON,css,javascript,111
Toronto_ON,css,abap,1
Toronto_ON,css,react,16
Toronto_ON,css,java,63
Toronto_ON,css,lamp,2
Toronto_ON,css,azure,10
Toronto_ON,css,cloud,40
Toronto_ON,css,r,7
Toronto_ON,css,powershell,1
Toronto_ON,css,c++,8
Toronto_ON,scala,redis,8
Toronto_ON,scala,hadoop,15
Toronto_ON,scala,cassandra,12
Toronto_ON,scala,excel,5
Toronto_ON,scala,node.js,10
Toronto_ON,scala,python,15
Toronto_ON,scala,android,3
Toronto_ON,scala,clojure,1
Toronto_ON,scala,react,4
Toronto_ON,scala,pig,3
Toronto_ON,scala,c,5
Toronto_ON,scala,ios,2
Toronto_ON,scala,aws,15
Toronto_ON,scala,hive,8
Toronto_ON,scala,java,32
Toronto_ON,scala,azure,4
Toronto_ON,scala,cloud,13
Toronto_ON,scala,javascript,9
Toronto_ON,scala,flume,1
Toronto_ON,scala,c++,3
Toronto_ON,coffeescript,d3,1
Toronto_ON,coffeescript,ios,1
Toronto_ON,coffeescript,typescript,1
Toronto_ON,coffeescript,javascript,1
Toronto_ON,clojure,excel,1
Toronto_ON,clojure,redis,1
Toronto_ON,clojure,android,1
Toronto_ON,clojure,cassandra,1
Toronto_ON,clojure,java,1
Toronto_ON,redis,rails,3
Toronto_ON,redis,excel,1
Toronto_ON,redis,react,2
Toronto_ON,redis,python,3
Toronto_ON,redis,android,4
Toronto_ON,redis,c,2
Toronto_ON,redis,ios,1
Toronto_ON,redis,ruby,4
Toronto_ON,redis,aws,7
Toronto_ON,redis,r,2
Toronto_ON,redis,java,8
Toronto_ON,redis,cassandra,8
Toronto_ON,redis,cloud,7
Toronto_ON,redis,javascript,4
Toronto_ON,hadoop,hive,19
Toronto_ON,hadoop,cassandra,1
Toronto_ON,hadoop,salesforce,1
Toronto_ON,hadoop,rails,12
Toronto_ON,hadoop,node.js,10
Toronto_ON,hadoop,asp.net,1
Toronto_ON,hadoop,python,34
Toronto_ON,hadoop,android,1
Toronto_ON,hadoop,excel,4
Toronto_ON,hadoop,pig,12
Toronto_ON,hadoop,c,11
Toronto_ON,hadoop,ruby,12
Toronto_ON,hadoop,ios,1
Toronto_ON,hadoop,abap,1
Toronto_ON,hadoop,aws,12
Toronto_ON,hadoop,r,11
Toronto_ON,hadoop,react,1
Toronto_ON,hadoop,java,48
Toronto_ON,hadoop,sas,7
Toronto_ON,hadoop,azure,3
Toronto_ON,hadoop,cloud,21
Toronto_ON,hadoop,javascript,16
Toronto_ON,hadoop,bash,1
Toronto_ON,hadoop,flume,3
Toronto_ON,hadoop,c++,4
Toronto_ON,cassandra,rails,1
Toronto_ON,cassandra,excel,1
Toronto_ON,cassandra,node.js,4
Toronto_ON,cassandra,python,5
Toronto_ON,cassandra,android,7
Toronto_ON,cassandra,react,4
Toronto_ON,cassandra,pig,1
Toronto_ON,cassandra,c,1
Toronto_ON,cassandra,ruby,1
Toronto_ON,cassandra,ios,6
Toronto_ON,cassandra,aws,12
Toronto_ON,cassandra,javascript,10
Toronto_ON,cassandra,hive,1
Toronto_ON,cassandra,java,19
Toronto_ON,cassandra,azure,4
Toronto_ON,cassandra,cloud,17
Toronto_ON,cassandra,r,1
Toronto_ON,cassandra,flume,1
